query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
UPI00049A49C0	PRI002765	499	     368	     376	     121	     480	       1	     358	    0.97	   93.89	1.2E-21     	0	F	-	1.2.1.19	
UPI00049A49C0	PRI003373	499	     346	     332	     137	     439	       5	     299	    0.85	   88.89	5.8E-20     	0	F	-	1.2.1.9	
UPI00049A49C0	PRI003273	499	     373	     307	     129	     407	       1	     295	    0.79	   86.74	3.5E-19     	0	F	-	1.5.1.12	
UPI00049A49C0	PRI003212	499	     365	     341	     137	     457	      20	     341	    0.88	   84.64	1.9E-18     	0	F	-	1.2.1.22	
UPI00049A49C0	PRI002833	499	     372	     297	     139	     411	      21	     291	    0.73	   82.73	8.3E-18     	0	F	-	1.2.1.71	
UPI00049A49C0	PRI002346	499	     366	     121	     134	     406	      25	     292	    0.33	  108.02	1.7E-16     	0	F	-	1.2.1.39	
UPI00049A49C0	PRI212608	499	      99	      95	      22	     114	       2	      96	    0.96	   65.95	3.4E-14     	0	F	-	(1.2.1.3)	
UPI00049A49C0	PRI002542	499	     360	     359	     138	     469	      18	     344	    0.91	   67.71	5.7E-13     	0	F	-	1.2.1.24	
UPI00049A49C0	PRI003750	499	     372	     274	     134	     460	      19	     344	    0.63	   96.38	1.2E-12     	0	F	-	1.2.1.47;1.2.1.3	
UPI00049A49C0	PRI012658	499	     364	     352	     137	     471	      23	     346	    0.89	   64.59	5.8E-12     	0	F	-	1.2.1.67	
UPI00049A49C0	PRI212736	499	      98	      89	      22	     110	       2	      90	    0.91	   59.74	6.2E-12     	0	F	-	(1.2.1.24)	
UPI00049A49C0	PRI014013	499	     344	     173	     137	     406	       8	     275	    0.47	   90.99	6.1E-11     	0	F	-	1.2.1.83	
UPI00049A49C0	PRI002403	499	     366	     317	     135	     424	      22	     310	    0.79	   60.33	1.6E-10     	0	F	-	1.5.1.6	
UPI00049A49C0	PRI212601	499	     102	      98	      22	     115	       3	     100	    0.96	   55.47	2.2E-10     	0	F	-	(1.2.1.8)	
UPI00049A49C0	PRI212653	499	     100	      81	      22	     102	       4	      84	    0.81	   51.31	5.2E-9     	0	F	-	(1.2.1.79)	
UPI00049A49C0	PRI200277	499	     358	     137	     139	     266	      23	     151	    0.36	   55.31	5.7E-9     	0	F	-	(1.2.1.4)	
UPI00049A49C0	PRI002514	499	     363	     261	     148	     389	      32	     273	    0.67	    55.3	6.2E-9     	0	F	-	1.2.1.36	
UPI00049A49C0	PRI212756	499	      99	      81	      22	     102	       4	      84	    0.82	   47.45	1.1E-7     	0	F	-	(1.2.1.16)	
UPI00049A49C0	PRI014008	499	     348	     202	     137	     439	      15	     311	    0.55	   79.46	2.9E-7     	0	F	-	1.2.1.86	
UPI00049A49C0	PRI212754	499	      98	      73	      23	      95	       3	      63	    0.62	   45.46	6.8E-7     	0	F	-	(1.2.1.19)	
UPI00049A49C0	PRI212657	499	      87	      70	      24	      93	       4	      73	     0.8	   43.63	1.9E-6     	0	F	-	(1.2.1.71)	
UPI00049A49C0	PRI003573	499	     356	     209	     140	     390	      20	     266	    0.53	   76.35	2.8E-6     	0	F	-	1.2.1.21;1.2.1.22	
UPI00049A49C0	PRI212909	499	     101	      90	      25	     111	       5	      94	    0.89	   39.81	5.8E-5     	0	F	-	(1.5.1.12)	
UPI00049A49C0	PRI003700	499	     363	     303	     191	     439	      77	     321	    0.67	   42.26	9.5E-5     	0	F	-	1.2.1.65	
UPI00049A49C0	PRI012656	499	     354	     158	     139	     281	      25	     165	     0.4	   41.87	9.9E-5     	0	F	-	1.2.1.73	
UPI00049A49C0	PRI002966	499	     344	     372	     137	     472	       1	     319	    0.93	   41.07	1.8E-4     	0	F	-	1.2.1.28	
UPI00049A49C0	PRI012734	499	      98	      92	      22	     112	       2	      93	    0.94	   35.42	2.1E-3     	0	F	-	1.2.1.24;1.2.1.26	
UPI00049A49C0	PRI014010	499	     348	      50	     186	     227	      49	      96	    0.14	   36.83	3.8E-3     	0	F	-	1.2.1.85	
UPI00049A49C0	PRI012735	499	     353	      97	     139	     229	      19	     110	    0.26	   36.87	4E-3     	0	F	-	1.2.1.24;1.2.1.26	
UPI00049A49C0	PRI012582	499	     152	      34	     136	     168	      49	      82	    0.22	   31.52	1E-1     	0	F	-	1.12.1.3	
UPI00049A49C0	PRI002664	499	     261	      41	     212	     247	      70	     106	    0.14	   32.16	1.3E-1     	0	F	-	3.1.1.2	
UPI00049A49C0	PRI212600	499	      97	      92	      25	     108	       6	      89	    0.87	   29.81	1.9E-1     	0	F	-	(1.2.1.9)	
UPI00049A49C0	PRI004910	499	     368	     292	     133	     388	      21	     277	     0.7	   31.46	1.9E-1     	0	F	-	1.2.1.32	
UPI00049A49C0	PRI013051	499	     345	      63	     211	     270	      91	     149	    0.17	   29.56	8.6E-1     	0	F	-	1.1.1.257	
UPI00029AE918	PRI011886	578	     541	     542	      25	     560	       1	     541	       1	  885.77	0E0     	0.038	T	-	4.2.1.25	
UPI00029AE918	PRI001230	578	     585	     580	      32	     560	      23	     582	    0.96	  396.31	2.7E-132     	0.019	F	-	4.2.1.9	
UPI00029AE918	PRI001231	578	     568	     455	     116	     530	      96	     536	    0.78	   73.55	2.2E-14     	0	F	-	4.2.1.12	
UPI00029AE918	PRI010094	578	     142	     156	     386	     530	       1	     142	       1	   50.14	4.7E-8     	0.003	F	-	4.2.1.9	
UPI00029B5717	PRI003762	526	     383	     147	     160	     304	      34	     169	    0.36	   67.02	1.2E-12     	0	T	-	1.2.1.3	
UPI00029B5717	PRI002375	526	     371	     109	     150	     254	      25	     125	    0.27	    56.5	2.7E-9     	0	F	-	1.2.1.8	
UPI00029B5717	PRI012607	526	      99	      96	      27	     118	       5	      97	    0.94	   46.77	2.2E-7     	0	T	-	1.2.1.4	
UPI00029B5717	PRI014008	526	     348	     101	     152	     246	      17	     109	    0.27	   46.86	3.4E-6     	0	F	-	1.2.1.86	
UPI00029B5717	PRI003123	526	     374	     193	     123	     301	       4	     175	    0.46	   45.41	9.1E-6     	0	F	-	1.2.1.16	
UPI00029B5717	PRI002542	526	     360	     112	     151	     253	      21	     122	    0.28	   44.21	2.1E-5     	0	F	-	1.2.1.24	
UPI00029B5717	PRI002833	526	     372	     100	     153	     248	      25	     115	    0.24	   40.75	3E-4     	0	F	-	1.2.1.71	
UPI00029B5717	PRI212657	526	      87	      72	      22	      93	       1	      71	    0.82	   35.54	1.5E-3     	0	F	-	(1.2.1.71)	
UPI00029B5717	PRI002765	526	     368	     103	     211	     303	      74	     163	    0.24	   38.04	2E-3     	0	F	-	1.2.1.19	
UPI00029B5717	PRI003373	526	     346	      48	     211	     256	      63	     110	    0.14	   37.27	3.5E-3     	0	F	-	1.2.1.9	
UPI00029B5717	PRI002527	526	     403	     293	     150	     406	      25	     289	    0.66	   37.38	3.9E-3     	0	F	-	1.2.1.5	
UPI00029B5717	PRI014013	526	     344	      46	     211	     254	      66	     110	    0.13	   35.67	1E-2     	0	F	-	1.2.1.83	
UPI00029B5717	PRI002346	526	     366	      84	     175	     253	      54	     130	    0.21	   33.79	4.2E-2     	0	F	-	1.2.1.39	
UPI00029B5717	PRI212608	526	      99	      46	      36	      80	      14	      59	    0.46	   31.66	4.9E-2     	0	F	-	(1.2.1.3)	
UPI00029B5717	PRI003212	526	     365	      37	     211	     245	      82	     118	     0.1	    33.4	5.1E-2     	0	F	-	1.2.1.22	
UPI00029B5717	PRI200277	526	     358	      45	     211	     253	      79	     123	    0.13	   33.35	5.8E-2     	0	F	-	(1.2.1.4)	
UPI00029B5717	PRI000262	526	     361	      60	     191	     246	      52	     111	    0.17	   31.88	1.8E-1     	0	F	-	1.2.1.27;1.2.1.18	
UPI00029B5717	PRI003256	526	     364	      60	     191	     246	      53	     112	    0.16	   31.49	2.5E-1     	0	F	-	1.2.1.27	
UPI00029B5717	PRI214011	526	      94	      55	      44	      90	      19	      66	    0.51	   29.25	2.8E-1     	0	F	-	(1.2.1.85)	
UPI00029B5717	PRI004910	526	     368	      47	     205	     245	      74	     120	    0.13	   31.08	3E-1     	0	F	-	1.2.1.32	
UPI00029B5717	PRI013051	526	     345	     122	     151	     253	      21	     118	    0.28	    31.1	3.3E-1     	0	F	-	1.1.1.257	
UPI00029B5717	PRI000282	526	     238	      39	     151	     186	     122	     157	    0.15	   30.01	4.9E-1     	0	F	-	2.7.4.22	
UPI00029AF246	PRI012129	287	     300	     294	      10	     287	      17	     296	    0.93	   77.44	4.1E-17     	0	T	-	3.1.1.15	
UPI00029AF246	PRI011284	287	     299	     274	       1	     263	       1	     268	     0.9	   65.43	5.9E-13     	0	F	-	3.1.1.17	
UPI000299D29F	PRI212665	257	     126	     125	     132	     256	       2	     126	    0.99	  256.02	1.8E-88     	0.424	T	-	(1.1.1.14)	
UPI000299D29F	PRI003027	257	     127	     135	       3	     127	       2	     126	    0.98	  189.23	3.3E-62     	0.021	T	-	1.1.1.14	
UPI000299D29F	PRI010305	257	     128	     126	     132	     253	       1	     126	    0.98	   76.15	2.5E-18     	0	F	-	1.1.1.304	
UPI000299D29F	PRI212745	257	     128	     133	       7	     129	       1	     128	       1	   64.79	4.6E-14     	0	F	-	(1.1.1.304)	
UPI000299D29F	PRI000115	257	     115	     124	     133	     256	       3	     115	    0.98	   64.54	5E-14     	0	F	-	1.1.1.100	
UPI000299D29F	PRI011299	257	     124	     127	       7	     130	       1	     124	       1	   55.77	8.6E-11     	0	F	-	1.1.1.107	
UPI000299D29F	PRI212652	257	     129	     139	     133	     255	       4	     128	    0.97	   55.78	9.8E-11     	0	F	-	(1.1.1.30)	
UPI000299D29F	PRI012613	257	     124	     121	     133	     253	       2	     122	    0.98	      53	8.7E-10     	0	F	-	1.1.1.76;1.1.1.304	
UPI000299D29F	PRI000103	257	     131	      90	       3	      88	       1	      86	    0.66	   52.18	2E-9     	0	F	-	1.1.1.53	
UPI000299D29F	PRI212847	257	     117	     142	     132	     256	       3	     117	    0.98	   46.81	1.3E-7     	0	F	-	(1.1.1.127)	
UPI000299D29F	PRI002429	257	     122	      95	       7	      88	       1	      87	    0.71	   46.49	1.6E-7     	0	F	-	1.1.1.141	
UPI000299D29F	PRI012744	257	     125	     123	       7	     122	       3	     122	    0.96	   45.35	5.2E-7     	0	F	-	1.1.1.304	
UPI000299D29F	PRI002955	257	     124	      69	      11	      79	       8	      70	    0.51	   44.06	1.2E-6     	0	F	-	1.1.1.269	
UPI000299D29F	PRI003865	257	     124	      89	       6	      88	       1	      84	    0.68	   42.08	6.4E-6     	0	F	-	1.1.1.295	
UPI000299D29F	PRI012888	257	     138	     111	       4	     107	       3	     104	    0.74	   42.01	9.9E-6     	0	F	-	1.1.1.100	
UPI000299D29F	PRI000081	257	     128	      94	       4	      88	       2	      89	    0.69	   41.69	1.1E-5     	0	F	-	1.1.1.69	
UPI000299D29F	PRI000108	257	     143	      83	       3	      84	      12	      91	    0.56	   42.01	1.1E-5     	0	F	-	1.1.1.233	
UPI000299D29F	PRI000099	257	     133	      91	       5	      88	       4	      90	    0.65	   39.93	4.9E-5     	0	F	-	1.3.1.28	
UPI000299D29F	PRI012726	257	     127	      35	       3	      37	       1	      35	    0.28	   39.35	6.1E-5     	0	F	-	1.1.1.311	
UPI000299D29F	PRI000091	257	     135	     130	       4	     121	       1	     127	    0.94	   39.22	9.2E-5     	0	F	-	1.1.1.62	
UPI000299D29F	PRI213034	257	     121	     125	     133	     253	       4	     119	    0.96	    38.7	9.6E-5     	0	F	-	(1.1.1.269)	
UPI000299D29F	PRI212625	257	     122	      63	     132	     183	       1	      54	    0.44	   37.64	2.1E-4     	0	F	-	(1.1.1.51)	
UPI000299D29F	PRI212781	257	     120	     129	     132	     255	       2	     120	    0.99	   37.29	2.7E-4     	0	F	-	(1.3.1.34)	
UPI000299D29F	PRI012763	257	     138	     128	       3	     114	       2	     125	     0.9	   37.55	3.6E-4     	0	F	-	1.3.1.56	
UPI000299D29F	PRI000082	257	     129	     102	       3	      88	       2	      90	    0.69	   37.08	4E-4     	0	F	-	1.1.1.159	
UPI000299D29F	PRI212830	257	     140	     142	     133	     256	       3	     140	    0.99	   36.21	9.7E-4     	0	F	-	(1.1.1.140)	
UPI000299D29F	PRI214459	257	     112	      81	      10	      90	       3	      83	    0.72	   35.65	9.9E-4     	0	F	-	(1.1.1.276)	
UPI000299D29F	PRI000087	257	     133	      93	       4	      89	       1	      93	     0.7	      36	1.1E-3     	0	F	-	1.3.1.34	
UPI000299D29F	PRI212889	257	     115	      32	       7	      38	       1	      32	    0.28	   35.67	1.1E-3     	0	F	-	(1.1.1.100)	
UPI000299D29F	PRI000078	257	     135	     104	       4	      88	       2	      92	    0.67	    35.6	1.5E-3     	0	F	-	1.1.1.289	
UPI000299D29F	PRI003266	257	     130	      35	       3	      37	       2	      36	    0.27	   35.52	1.6E-3     	0	F	-	1.3.1.19	
UPI000299D29F	PRI000105	257	     124	     124	      11	     114	      11	     119	    0.88	   34.76	2.3E-3     	0	F	-	1.17.99.5	
UPI000299D29F	PRI212727	257	     116	     104	     153	     253	      21	     112	    0.79	   34.14	3.1E-3     	0	F	-	(1.1.1.311)	
UPI000299D29F	PRI200109	257	     117	      79	     175	     253	      44	     113	     0.6	   34.13	3.3E-3     	0	F	-	(1.1.1.47)	
UPI000299D29F	PRI213076	257	     115	      41	     147	     187	      17	      57	    0.36	    33.7	4.5E-3     	0	F	-	(1.1.1.233)	
UPI000299D29F	PRI012707	257	     132	      51	       3	      53	       2	      44	    0.33	   33.99	5.1E-3     	0	F	-	1.1.1.326	
UPI000299D29F	PRI003432	257	     128	      17	       4	      20	       2	      18	    0.13	   33.61	5.5E-3     	0	F	-	1.1.1.252	
UPI000299D29F	PRI000116	257	     129	      97	      29	     112	      27	     113	    0.67	   33.61	5.9E-3     	0	F	-	1.1.1.163	
UPI000299D29F	PRI210576	257	     113	      36	      60	      88	      61	      89	    0.26	   33.24	7.8E-3     	0	F	-	(1.3.1.82)	
UPI000299D29F	PRI000114	257	     146	     140	       6	     129	       5	     144	    0.96	   33.12	1.1E-2     	0	F	-	1.1.1.10	
UPI000299D29F	PRI012792	257	     135	      91	       3	      87	       1	      91	    0.67	   32.55	1.8E-2     	0	F	-	1.3.1.25	
UPI000299D29F	PRI002583	257	     132	      95	       3	     127	       1	     132	    0.67	   59.54	1.8E-2     	0	F	-	1.1.1.288	
UPI000299D29F	PRI212624	257	     117	      57	     132	     186	       1	      55	    0.47	   31.49	3E-2     	0	F	-	(1.1.1.53)	
UPI000299D29F	PRI003381	257	     125	      49	       3	      51	       1	      49	    0.39	   31.69	3.2E-2     	0	F	-	1.1.1.51	
UPI000299D29F	PRI214191	257	      86	      62	     132	     186	       1	      57	    0.66	   30.67	3.8E-2     	0	F	-	(1.1.1.141)	
UPI000299D29F	PRI210231	257	     146	      33	      60	      88	      61	      89	     0.2	   31.39	4.8E-2     	0	F	-	(1.1.1.208)	
UPI000299D29F	PRI012637	257	     131	      20	       4	      23	       2	      21	    0.15	   30.54	6.7E-2     	0	F	-	1.1.1.47	
UPI000299D29F	PRI001841	257	     319	      47	      30	      75	      27	      71	    0.14	    31.6	7.7E-2     	0	F	-	1.1.1.18	
UPI000299D29F	PRI009457	257	      75	      32	       4	      34	       4	      35	    0.43	   29.16	8.2E-2     	0	F	-	6.5.1.2	
UPI000299D29F	PRI008307	257	     171	      56	       4	      56	       2	      57	    0.33	    30.9	8.8E-2     	0	F	-	1.1.1.300	
UPI000299D29F	PRI212673	257	     116	      58	     133	     187	       1	      57	    0.49	   29.91	9.8E-2     	0	F	-	(1.1.1.10)	
UPI000299D29F	PRI210567	257	     145	     100	       3	      88	       2	     101	    0.69	   29.56	2.1E-1     	0	F	-	(4.2.1.119)	
UPI000299D29F	PRI012650	257	     134	     104	       9	     102	       3	      95	    0.69	   29.14	2.3E-1     	0	F	-	1.1.1.36	
UPI000299D29F	PRI012614	257	     125	      90	       7	      88	       1	      87	     0.7	   28.99	2.5E-1     	0	F	-	1.1.1.76;1.1.1.304	
UPI000299D29F	PRI002432	257	     123	     130	       6	     129	       5	     123	    0.97	   28.65	2.7E-1     	0	F	-	1.1.1.162;1.1.1.10	
UPI000299D29F	PRI000092	257	     140	     121	       9	     115	       8	     126	    0.85	   28.85	2.8E-1     	0	F	-	1.1.1.184	
UPI000299D29F	PRI000107	257	     130	      16	       4	      19	       2	      17	    0.12	   28.26	5E-1     	0	F	-	1.1.1.236	
UPI000299D29F	PRI205708	257	     180	      56	       7	      57	       5	      60	    0.31	   28.41	6.7E-1     	0	F	-	(1.1.1.270)	
UPI000299D29F	PRI000090	257	     149	      32	       2	      31	       1	      32	    0.21	   27.53	9E-1     	0	F	-	1.1.1.30	
UPI000299D29F	PRI208491	257	     103	      10	      79	      88	      78	      87	     0.1	   27.05	9E-1     	0	F	-	(1.1.1.248)	
UPI00029B06D9	PRI012241	402	     368	     178	      25	     194	      14	     185	    0.47	   43.79	2.3E-5     	0	T	-	4.1.3.41	
UPI00029B06D9	PRI002252	402	     368	     170	      27	     184	       3	     158	    0.42	   33.91	3E-2     	0	F	-	5.1.1.1	
UPI00029AC8B2	PRI003405	367	     204	     197	      19	     210	       1	     197	    0.97	  188.09	4.2E-59     	0.436	T	-	3.1.2.4	
UPI00029AC8B2	PRI001982	367	     258	     184	      25	     195	       7	     180	    0.67	   71.41	6.6E-15     	0	F	-	4.2.1.17	
UPI00029AC8B2	PRI207138	367	     230	     187	      25	     195	       8	     182	    0.76	   50.51	6.3E-8     	0	F	-	(1.1.1.35)	
UPI00029AC8B2	PRI003672	367	     230	     180	      27	     195	      10	     178	    0.73	   49.74	9.7E-8     	0	F	-	5.3.3.8	
UPI00029AC8B2	PRI005944	367	     230	     188	      25	     195	       8	     182	    0.76	   46.66	1.3E-6     	0	F	-	5.1.2.3;4.2.1.17;1.1.1.35	
UPI00029AC8B2	PRI003614	367	     250	     147	      31	     161	      14	     141	    0.51	   44.66	5.8E-6     	0	F	-	4.2.1.55	
UPI00029AC8B2	PRI011301	367	     242	     155	      31	     161	       2	     128	    0.52	   33.83	1.9E-2     	0	F	-	4.2.1.116	
UPI00029AC8B2	PRI010275	367	     255	      63	      26	      84	      17	      74	    0.23	   33.76	2.6E-2     	0	F	-	4.2.1.17	
UPI00029AC8B2	PRI000607	367	     736	      54	     234	     287	     154	     204	    0.07	   32.58	8.3E-2     	0	T	-	1.14.11.16	
UPI00029AC8B2	PRI001977	367	     272	     164	      33	     171	      16	     171	    0.57	   30.92	1.7E-1     	0	F	-	4.1.3.36	
UPI00029AC8B2	PRI000253	367	     156	      50	     296	     344	      98	     146	    0.31	   28.22	9.1E-1     	0	T	-	2.3.1.1	
UPI00029B4FAD	PRI011506	383	     385	     379	       3	     375	       2	     380	    0.98	   351.1	3.4E-120     	0.014	T	-	1.3.8.1	
UPI00029B4FAD	PRI012181	383	     376	     335	      50	     377	      45	     373	    0.88	  215.52	2.4E-67     	0	F	-	1.3.8.5	
UPI00029B4FAD	PRI012182	383	     381	     362	      25	     378	      20	     379	    0.94	  169.69	1.1E-49     	0	F	-	1.3.8.4	
UPI00029B4FAD	PRI012179	383	     383	     382	       4	     378	       3	     382	    0.99	   137.7	1E-37     	0	F	-	1.3.8.7	
UPI00029B4FAD	PRI012178	383	     375	     372	      18	     377	      13	     373	    0.96	  121.55	7.4E-32     	0	F	-	1.3.8.8	
UPI00029B4FAD	PRI012177	383	     378	     372	      18	     375	      17	     378	    0.96	  113.82	5.7E-29     	0	F	-	1.3.99.32	
UPI00029B4FAD	PRI012176	383	     380	     342	      48	     369	      45	     374	    0.87	  101.09	1.9E-24     	0	F	-	1.3.8.9	
UPI00029B4FAD	PRI012180	383	     376	     282	      39	     311	      38	     309	    0.72	   82.24	6.1E-18     	0	F	-	1.3.8.6	
UPI00029B4FAD	PRI012175	383	     394	     279	     127	     378	     141	     393	    0.64	   49.16	4.2E-7     	0	F	-	1.3.8.3	
UPI00029B4FAD	PRI011887	383	     439	      91	     220	     303	     252	     337	     0.2	   39.63	4.3E-4     	0	F	-	1.7.3.1	
UPI00029B4FAD	PRI002286	383	     391	     119	      70	     171	      13	     130	     0.3	   35.23	9.6E-3     	0	F	-	1.3.3.6	
UPI00029B4FAD	PRI001818	383	     206	      82	     225	     306	      77	     154	    0.38	   31.63	9.4E-2     	0	F	-	3.6.3.41	
UPI00029B4FAD	PRI005874	383	    1573	     154	     230	     378	      60	     200	    0.09	   31.22	2.2E-1     	0	F	-	1.3.1.9;3.1.2.14;2.3.1.39;2.3.1.38;4.2.1.59;2.3.1.86	
UPI00029B4FAD	PRI211289	383	     244	      73	     233	     305	      39	     105	    0.27	   29.01	8.4E-1     	0	F	-	(2.7.1.52)	
UPI00029AB5F1	PRI011506	375	     385	     365	      14	     372	      16	     380	    0.95	  348.02	5E-119     	0.012	T	-	1.3.8.1	
UPI00029AB5F1	PRI012182	375	     381	     388	       4	     375	       2	     379	    0.99	  209.75	4E-65     	0.001	F	-	1.3.8.4	
UPI00029AB5F1	PRI012181	375	     376	     354	      16	     367	      14	     366	    0.94	  201.27	6.6E-62     	0	F	-	1.3.8.5	
